epoch,D_loss,G_loss,W_rmse,W_mae,W_r2
1,7.915059353854205,-10.02594718739793,0.16515502333641052,0.16410407423973083,-75.53167724609375
2,7.0234746546358675,-14.771484942049593,0.16449682414531708,0.1634606122970581,-74.9228744506836
3,6.473514196035024,-19.34943643776146,0.16379520297050476,0.1627664566040039,-74.27660369873047
4,5.791136722306947,-28.231279682468724,0.16261090338230133,0.16159547865390778,-73.1919937133789
5,5.283616368835037,-34.059794039339636,0.161680668592453,0.16067302227020264,-72.3455581665039
6,4.7173864068211735,-43.586864780735326,0.16102050244808197,0.16001640260219574,-71.7478256225586
7,3.9600728492479065,-49.248552477037585,0.1604672074317932,0.15944784879684448,-71.24874114990234
8,3.641866941709776,-51.40825952065958,0.15982352197170258,0.15878644585609436,-70.67027282714844
9,3.159086240304483,-50.58307977624842,0.15904350578784943,0.15797960758209229,-69.972412109375
10,2.2212318165882214,-52.34930316821949,0.15786109864711761,0.15677101910114288,-68.9210433959961
11,0.7189359391057814,-65.31116475285711,0.15532130002975464,0.15418507158756256,-66.68925476074219
12,-1.3162279773402858,-88.45864342354439,0.15056295692920685,0.14932629466056824,-62.60539627075195
13,-3.155856406366503,-116.60589558369405,0.143888458609581,0.14247818291187286,-57.091094970703125
14,-6.269525382969831,-154.12626874769057,0.13470742106437683,0.1330021470785141,-49.914405822753906
15,-9.116994058763659,-200.3066173244167,0.12464961409568787,0.12247613817453384,-42.59528732299805
16,-12.117213726043701,-248.75970768284154,0.11396390944719315,0.11111265420913696,-35.44116973876953
17,-14.55965671023807,-300.4616202277106,0.10323405265808105,0.09950712323188782,-28.902233123779297
18,-16.2441750861503,-353.52841640163115,0.09279963374137878,0.08791552484035492,-23.162961959838867
19,-16.24664963902654,-397.27905190957557,0.08305250853300095,0.07689950615167618,-18.353662490844727
20,-15.677586890555716,-437.97033608926307,0.0740358754992485,0.06658139079809189,-14.379496574401855
21,-13.604373815897349,-463.9232763341955,0.06615341454744339,0.057613831013441086,-11.278976440429688
22,-11.35806873682383,-480.51022957466745,0.059120867401361465,0.04983392730355263,-8.807069778442383
23,-8.672967259948319,-486.7308291873416,0.05339016765356064,0.043745290488004684,-6.997978687286377
24,-6.404880407694224,-472.8376007080078,0.04860561713576317,0.03908288851380348,-5.628734111785889
25,-4.530218037399086,-452.1975786363756,0.04486435651779175,0.03552897274494171,-4.647555828094482
26,-2.67088101763983,-474.7554552232897,0.041989121586084366,0.03292660787701607,-3.946878433227539
27,-1.6815503545709558,-458.82371479756125,0.03931775689125061,0.030730314552783966,-3.337456703186035
28,-0.6180738565084096,-438.3777406022355,0.03715580329298973,0.029042573645710945,-2.8735663890838623
29,0.06084456798192617,-398.983600719555,0.03549318015575409,0.027771733701229095,-2.534658908843994
30,-0.13808745306891365,-361.080602697424,0.03380518779158592,0.026488978415727615,-2.206449270248413
