epoch,D_loss,G_loss,W_rmse,W_mae,W_r2
1,6.198577120361558,-33.00310100992042,0.16236110031604767,0.1613427698612213,-72.96420288085938
2,3.3358705704470717,-55.67696024423622,0.15962015092372894,0.15855510532855988,-70.48798370361328
3,1.091488460280809,-59.567390970436925,0.15283635258674622,0.15169376134872437,-64.54068756103516
4,-3.2195905210023903,-107.16894546187068,0.12150219827890396,0.11967243999242783,-40.4215087890625
5,-9.058347814054374,-241.2273000234581,0.07755380123853683,0.07230258733034134,-15.87578010559082
6,-7.640075678207788,-371.2716878868011,0.046087846159935,0.037303946912288666,-4.959783554077148
7,-2.2642046387296126,-365.46562300532696,0.031235048547387123,0.024296283721923828,-1.7374236583709717
8,-0.24722064636557936,-277.4620235397155,0.023210247978568077,0.018396498635411263,-0.5115317106246948
9,0.059742229889674356,-223.37704856137196,0.019790740683674812,0.015778889879584312,-0.09895980358123779
10,0.01783781489693975,-216.8993103303105,0.017580948770046234,0.013865834102034569,0.13275408744812012
11,0.07156358881438353,-220.56746149637613,0.016361551359295845,0.012812061235308647,0.2488846778869629
12,0.2619789220751768,-157.33027249071972,0.01597018912434578,0.012495065107941628,0.2843877673149109
13,0.15370597768889135,-163.02937321490552,0.015664605423808098,0.012282364070415497,0.311511754989624
14,0.10796145665044167,-161.33511931637685,0.0153240030631423,0.011995413340628147,0.3411264419555664
15,0.10513828221304589,-167.12866146593208,0.01524344552308321,0.011918916366994381,0.3480355143547058
16,0.046894937607807566,-169.30983026343657,0.014974236488342285,0.011714108288288116,0.37086039781570435
17,0.04648798149281058,-165.39870370152485,0.014799710363149643,0.01154259778559208,0.38544028997421265
18,0.023611391176391078,-169.8248686273414,0.014521128498017788,0.011294339783489704,0.4083588123321533
19,0.023750052358169692,-174.46674962790615,0.014179273508489132,0.011024031788110733,0.4358876347541809
20,0.022515652084117193,-177.38908349462304,0.013849369250237942,0.010758769698441029,0.46183228492736816
21,0.025299387170473135,-176.15365614374,0.01354824099689722,0.010508193634450436,0.4849807024002075
22,0.30733938368194436,-158.69557985053004,0.013733132742345333,0.010713151656091213,0.47082793712615967
23,0.16000405448230814,-155.61869453522095,0.014022386632859707,0.010964000597596169,0.44830185174942017
24,0.058208363226065075,-155.41115280519048,0.01426326297223568,0.011184330098330975,0.4291849136352539
25,0.02768119698648442,-154.44611220761954,0.014358495362102985,0.01125352829694748,0.42153704166412354
26,0.06093262325052217,-151.31462253432676,0.014781192876398563,0.011602475307881832,0.3869771957397461
27,0.028649730136595577,-153.37505358960254,0.015021020546555519,0.011780047789216042,0.3669230341911316
28,0.0385606805064592,-150.87003744653907,0.015337759628891945,0.011996355839073658,0.3399428725242615
29,0.08688374861783113,-150.82724849287285,0.016018543392419815,0.012603938579559326,0.28004777431488037
30,0.05201848842630006,-153.6378311249147,0.016447436064481735,0.012803818099200726,0.2409784197807312
