epoch,D_loss,G_loss,W_rmse,W_mae,W_r2,global_step
1,6.01815822942933,-34.18020416308937,0.16160157322883606,0.1605812907218933,-72.27381896972656,737
2,-0.2581444935041658,-71.7411821486992,0.13872647285461426,0.13752485811710358,-52.99782943725586,1474
3,-15.927510633559207,-363.6722570287324,0.06910450011491776,0.0632118284702301,-12.398935317993164,2211
4,-11.218537288896103,-672.9770007191713,0.036740176379680634,0.028254486620426178,-2.78739070892334,2948
5,-0.7792275926070427,-581.1782407721801,0.026634732261300087,0.020891224965453148,-0.9904639720916748,3685
6,-0.3060036703560051,-483.5121497642072,0.019795114174485207,0.015362261794507504,-0.09944546222686768,4422
7,0.26766167056406853,-319.0274333151581,0.018219975754618645,0.014208049513399601,0.06856364011764526,5159
8,0.3099805816320584,-231.37349975254673,0.017650026828050613,0.013795926235616207,0.12592560052871704,5896
9,0.2503877318637342,-225.0211883503514,0.016732623800635338,0.01305703166872263,0.21442842483520508,6633
10,0.051256420487585996,-280.34641192370225,0.016343295574188232,0.01270207203924656,0.25055992603302,7370
11,0.07886779475502236,-283.8009913533805,0.015865901485085487,0.012334916740655899,0.29370325803756714,8107
12,0.039346064516726065,-291.9715333521932,0.015019485726952553,0.011682501062750816,0.36705243587493896,8844
13,0.02191999893170482,-303.1874546170073,0.014008397236466408,0.010837891139090061,0.4494021534919739,9581
14,0.03615990624443364,-282.0679266630714,0.013869527727365494,0.010654410347342491,0.4602644443511963,10318
15,0.04009264560221736,-267.09521219364825,0.014275366440415382,0.010998256504535675,0.42821574211120605,11055
16,0.07457012445710125,-263.204612887213,0.01578458584845066,0.012318415567278862,0.30092447996139526,11792
17,0.1944995735881893,-246.37966219152815,0.016604121774435043,0.01296816486865282,0.22644805908203125,12529
18,0.057545965183602096,-248.4120849857822,0.017030950635671616,0.013269121758639812,0.1861667037010193,13266
19,0.22911245116061724,-369.3266947939082,0.019379297271370888,0.015366273000836372,-0.053740620613098145,14003
20,0.09900779026374726,-579.8208253360991,0.019058944657444954,0.01468703430145979,-0.019190549850463867,14740
21,0.08070777966723028,-620.4791607591482,0.01858041062951088,0.014286684803664684,0.03134685754776001,15477
22,0.11115134991149404,-601.0624147826652,0.019074490293860435,0.014836435206234455,-0.020853638648986816,16214
23,0.13327912787630083,-517.2688992007293,0.02021300420165062,0.015736540779471397,-0.1463557481765747,16951
24,0.1105526533013202,-478.343009296557,0.020771140232682228,0.016111910343170166,-0.21053779125213623,17688
25,0.13015920292267644,-371.27885151297625,0.02138265036046505,0.01662605255842209,-0.28286445140838623,18425
26,0.03093483231158035,-284.7424366095658,0.020541982725262642,0.015954820439219475,-0.18397462368011475,19162
27,0.007629889552576248,-285.8531264741191,0.01943781226873398,0.015079354867339134,-0.06011366844177246,19899
28,0.009597876608331297,-280.91710419570734,0.018073473125696182,0.01397563423961401,0.08348220586776733,20636
29,0.035734351941736936,-276.3489811145467,0.01764664053916931,0.013678977265954018,0.1262608766555786,21373
30,0.09167846352407857,-274.40757287697033,0.018030477687716484,0.013920638710260391,0.08783763647079468,22110
31,0.1434582218709762,-412.2202292536783,0.019147925078868866,0.014752404764294624,-0.02872931957244873,22847
32,0.10481628825132365,-413.5950897092573,0.01993015967309475,0.015343887731432915,-0.11449778079986572,23584
33,0.11770266995561818,-300.9679977230657,0.020564798265695572,0.01584642380475998,-0.18660616874694824,24321
34,0.10835614606859402,-242.40464691617595,0.02056894823908806,0.015925349667668343,-0.18708491325378418,25058
35,0.022074526332551296,-253.89805313172462,0.0195453017950058,0.015069660730659962,-0.07187080383300781,25795
36,0.058821500622726765,-276.152570023142,0.019849594682455063,0.015312024392187595,-0.10550570487976074,26532
37,0.02084958153489972,-270.7714339816586,0.01978730596601963,0.015132009983062744,-0.09857821464538574,27269
38,0.049577513111949856,-270.1520753236768,0.0204324834048748,0.015541177242994308,-0.1713860034942627,28006
39,0.10393938033119997,-415.90678155244285,0.022495534271001816,0.017177771776914597,-0.41987550258636475,28743
40,0.0682785191662923,-507.88771075762435,0.02217908762395382,0.017132598906755447,-0.38020944595336914,29480
41,0.09559939343234578,-411.70860052432266,0.02248261123895645,0.01744784042239189,-0.41824471950531006,30217
42,0.09662745378941823,-446.2514613240836,0.022364750504493713,0.017376264557242393,-0.40341389179229736,30954
43,0.09562788030772067,-319.3962610832225,0.0218876451253891,0.01699739694595337,-0.344174861907959,31691
44,0.11315075791816213,-348.9849248547082,0.022319849580526352,0.01738344132900238,-0.3977844715118408,32428
45,0.08056771720341296,-425.1060109856656,0.022502589970827103,0.017557615414261818,-0.42076635360717773,33165
46,0.0655631078040705,-395.4369510562643,0.02196221426129341,0.017156250774860382,-0.3533494472503662,33902
47,0.10792885154101547,-261.34539623079337,0.022001123055815697,0.01704784296452999,-0.35814881324768066,34639
48,0.04226539453069504,-243.83903818117554,0.021627508103847504,0.016694586724042892,-0.3124133348464966,35376
49,0.01723475814285199,-246.37149888430716,0.020845219492912292,0.01600789837539196,-0.21918773651123047,36113
50,0.012314056287035649,-251.76147814974533,0.019971299916505814,0.01538114808499813,-0.11910367012023926,36850
51,0.025060248171362213,-250.0841647475513,0.019956717267632484,0.015313945710659027,-0.11747002601623535,37587
52,0.04589026755106154,-247.77386273781352,0.020244382321834564,0.015632249414920807,-0.14991772174835205,38324
53,0.09728091382870155,-286.80836681433254,0.0225957240909338,0.01742134615778923,-0.43255138397216797,39061
54,0.0029485037473246474,-284.1233462329797,0.021337145939469337,0.016334034502506256,-0.27741003036499023,39798
55,0.01898746690845554,-286.39050516571086,0.021784260869026184,0.016622522845864296,-0.33150649070739746,40535
56,0.03490587241765683,-559.3223744862115,0.020738763734698296,0.01585512049496174,-0.20676696300506592,41272
57,0.060834326704248806,-611.6235278270623,0.021144872531294823,0.016252882778644562,-0.2544916868209839,42009
58,0.07268906760015595,-509.1645776549382,0.021573951467871666,0.01660393550992012,-0.30592143535614014,42746
59,0.07250754876893767,-443.8931252053829,0.021836914122104645,0.016727006062865257,-0.33795082569122314,43483
60,0.06649732256871793,-412.41634051091313,0.021911496296525,0.01680712215602398,-0.34710586071014404,44220
61,0.08650851913878196,-340.1430423068871,0.022444507107138634,0.0171834547072649,-0.4134413003921509,44957
62,0.08625825807411765,-266.11022860191895,0.021939121186733246,0.016796782612800598,-0.3505047559738159,45694
63,0.029399367863137977,-240.19086867271642,0.021633904427289963,0.01654241606593132,-0.31318962574005127,46431
64,0.021237535129226694,-250.39691207657998,0.02137787453830242,0.01628558337688446,-0.2822914123535156,47168
65,0.025515873591684744,-253.3138313862815,0.02133956551551819,0.016239160671830177,-0.27769970893859863,47905
66,0.024325859556012512,-258.6773157831448,0.021637169644236565,0.016432233154773712,-0.3135862350463867,48642
67,0.07160821154693411,-284.3675700463304,0.022913329303264618,0.017623446881771088,-0.47310614585876465,49379
68,0.022161313544281504,-276.9493554786879,0.022543983533978462,0.017142152413725853,-0.425998330116272,50116
69,0.02598711797270009,-286.80136849598773,0.022240430116653442,0.016823511570692062,-0.38785481452941895,50853
70,0.01573685916100238,-283.4662275171992,0.021206073462963104,0.016072953119874,-0.26176416873931885,51590
71,0.03504187647339204,-294.8398954269844,0.021256668493151665,0.016155589371919632,-0.2677922248840332,52327
72,0.015689989967648258,-299.8652397580192,0.020836573094129562,0.015785684809088707,-0.21817660331726074,53064
73,0.01678411708512878,-291.8080968973271,0.02018534392118454,0.015333428047597408,-0.1432204246520996,53801
74,0.01022747735299544,-283.3691161115587,0.01962321437895298,0.014804444275796413,-0.08043324947357178,54538
75,0.0692220245522107,-553.9747027082715,0.021103600040078163,0.01615234464406967,-0.24959921836853027,55275
76,0.06626368559937383,-615.5726839270003,0.021656999364495277,0.016704153269529343,-0.31599485874176025,56012
77,0.09455021424534929,-519.1981447548524,0.022356562316417694,0.017241323366761208,-0.4023864269256592,56749
78,0.08061241874852934,-435.59233294089745,0.023116176947951317,0.01780608482658863,-0.499303936958313,57486
79,0.06817277508005601,-441.0452541729165,0.02340659685432911,0.018154215067625046,-0.5372135639190674,58223
80,0.028550396942542397,-431.6359258312707,0.022149493917822838,0.0172203928232193,-0.3765287399291992,58960
81,0.029845316587281356,-253.64445439704883,0.021488072350621223,0.016694853082299232,-0.2955453395843506,59697
82,0.020384414134145268,-258.77329213777745,0.02107435092329979,0.01644546538591385,-0.2461378574371338,60434
83,0.006984538623615796,-268.61650824579164,0.02047109790146351,0.01590416021645069,-0.17581748962402344,61171
84,0.01039122426162096,-274.41625073871586,0.020279912278056145,0.015757029876112938,-0.15395760536193848,61908
85,0.016167909876801063,-278.74144468475714,0.020372727885842323,0.01583959348499775,-0.1645444631576538,62645
86,0.051823091904886744,-277.1393812948198,0.021279864013195038,0.016447849571704865,-0.27056050300598145,63382
87,0.05428465347347865,-432.7287302832429,0.022067122161388397,0.016978368163108826,-0.3663092851638794,64119
88,0.05364758812972778,-596.8887481482413,0.023048877716064453,0.017630239948630333,-0.49058663845062256,64856
89,0.07683404318462637,-557.1973515876759,0.024223387241363525,0.01840583048760891,-0.6463698148727417,65593
90,0.0624033631516805,-365.86842178489655,0.024066267535090446,0.018269740045070648,-0.6250815391540527,66330
91,0.05205229730212624,-452.42950783138195,0.023811401799321175,0.017973430454730988,-0.5908441543579102,67067
92,0.07424766027963792,-402.2815577844752,0.024349143728613853,0.018413566052913666,-0.6635086536407471,67804
93,0.05651217746564782,-353.03848875296814,0.024462543427944183,0.018545599654316902,-0.6790393590927124,68541
94,0.05422831837750031,-347.0292660261592,0.024055223912000656,0.018331842496991158,-0.6235902309417725,69278
95,0.06147409145299502,-279.66122788490077,0.02401610277593136,0.01840408891439438,-0.6183137893676758,70015
96,0.054248443277732164,-364.1147313111511,0.024785412475466728,0.018938099965453148,-0.7236535549163818,70752
97,0.037877936396378833,-340.3917509205791,0.024431923404335976,0.018695872277021408,-0.6748387813568115,71489
98,0.0614163183595788,-334.54924183073007,0.024834565818309784,0.019076991826295853,-0.730496883392334,72226
99,0.05443148942742613,-339.32059866958264,0.025597816333174706,0.019641751423478127,-0.8384995460510254,72963
100,0.04051941276870395,-359.53357525725863,0.025485944002866745,0.019555531442165375,-0.8224645853042603,73700
