epoch,D_loss,G_loss,W_rmse,W_mae,W_r2
1,6.571988601093144,-27.909057508143345,0.16310185194015503,0.1620912104845047,-73.64065551757812
2,3.2019536753957585,-48.43071837018626,0.160536989569664,0.15948951244354248,-71.31158447265625
3,-0.13400076040925907,-60.2395410611648,0.14948701858520508,0.14835046231746674,-61.69957733154297
4,-4.303030475165492,-114.28240339885386,0.12231020629405975,0.12070730328559875,-40.97426223754883
5,-9.351388891537985,-227.70711694761764,0.0907268226146698,0.08724973350763321,-22.09558868408203
6,-10.135753099308458,-343.134102488673,0.06397842615842819,0.057202111929655075,-10.484834671020508
7,-7.542272837587105,-417.3882037022317,0.04313047230243683,0.034345485270023346,-4.219466209411621
8,-2.6388306526481644,-386.61931036424266,0.03173549473285675,0.02451789379119873,-1.8258438110351562
9,-0.42576361603515095,-342.2885344749273,0.0254194475710392,0.019894283264875412,-0.8129669427871704
10,-0.0429362511450006,-255.6778906297314,0.021950993686914444,0.017245473340153694,-0.3519667387008667
11,-0.013303620177646016,-251.74606317327928,0.019748875871300697,0.015636160969734192,-0.09431517124176025
12,-0.0739268968964732,-244.33343896200492,0.01781792752444744,0.014027693308889866,0.10921674966812134
13,0.10278976685548014,-285.25749354399454,0.016976771876215935,0.013351931236684322,0.19133645296096802
14,0.13093151420701382,-210.5430539153343,0.016635527834296227,0.013131404295563698,0.22351890802383423
15,0.1334420180655727,-187.99128770458606,0.016668809577822685,0.013183195143938065,0.22040891647338867
16,0.18323897466410038,-303.9702846320101,0.016645370051264763,0.013163655065000057,0.2226000428199768
17,0.13044807828905047,-206.45807139078775,0.01630193553864956,0.012873680330812931,0.2543482780456543
18,0.1145583119445531,-193.6516367594401,0.01625865325331688,0.01284432876855135,0.25830256938934326
19,0.055740630773957384,-230.60840204519818,0.015954380854964256,0.012608443386852741,0.2858036756515503
20,0.039549151384957536,-220.71954895729243,0.015758350491523743,0.012428500689566135,0.30324655771255493
21,0.02863181739063688,-217.73318386817164,0.015500293113291264,0.012175495736300945,0.32587963342666626
22,0.026088263514603294,-219.1788075764974,0.015201791189610958,0.011914094910025597,0.3515937924385071
23,0.01926068015136691,-218.58531892761704,0.014840714633464813,0.011576848104596138,0.382030189037323
24,0.046127300868316214,-215.14884191705275,0.014479564502835274,0.011233572848141193,0.41174089908599854
25,0.02201511497905319,-217.44745973099108,0.014162265695631504,0.010935360565781593,0.4372401237487793
26,0.020412267113552075,-216.09132402996684,0.013843825086951256,0.010573720559477806,0.4622630476951599
27,0.07685627136018502,-217.01210725769516,0.013862322084605694,0.010585333220660686,0.46082520484924316
28,0.07120564553251331,-219.01154954304067,0.01385126356035471,0.010512810200452805,0.4616850018501282
29,0.03552547809054223,-225.55154318402904,0.013735635206103325,0.010373382829129696,0.4706351161003113
30,0.28856675531859544,-210.95319898738418,0.01408150140196085,0.010656765662133694,0.44364041090011597
