epoch,D_loss,G_loss,W_rmse,W_mae,W_r2
1,8.367770658956992,-9.39948388692495,0.165662482380867,0.16460296511650085,-76.00270080566406
2,7.49138660688658,-17.282450057364798,0.16518272459506989,0.1641361266374588,-75.5573501586914
3,6.9276730563189535,-22.31616262487463,0.16463756561279297,0.1636015772819519,-75.0528564453125
4,6.524757668778703,-26.077141272055137,0.16418644785881042,0.1631523072719574,-74.63664245605469
5,6.107082624693175,-29.710444733903216,0.16390062868595123,0.16286331415176392,-74.37354278564453
6,5.13051463462211,-34.065945651080156,0.1635960042476654,0.1625601351261139,-74.09362030029297
7,4.468772166484111,-37.76263912304027,0.16320055723190308,0.16216941177845,-73.73102569580078
8,4.07797781841175,-40.355300078520905,0.16280175745487213,0.16176986694335938,-73.36624908447266
9,4.147284887932442,-41.53777653462178,0.1624043881893158,0.16136783361434937,-73.00365447998047
10,3.9631062520516886,-40.05947649156725,0.16205520927906036,0.16101059317588806,-72.6857681274414
11,3.2832147817353943,-41.90088261784734,0.16170471906661987,0.1606486439704895,-72.36737823486328
12,2.90168893659437,-41.64078356768634,0.1613406240940094,0.16027303040027618,-72.03736877441406
13,2.487149660651748,-40.76631793460331,0.16097155213356018,0.1598929464817047,-71.70360565185547
14,2.4010829538912386,-38.663344718314505,0.16058383882045746,0.1594940572977066,-71.35379028320312
15,1.4221281522029154,-40.3911393655313,0.16007933020591736,0.1589766889810562,-70.89988708496094
16,4.032674293260317,-31.691327327006572,0.15971623361110687,0.15859653055667877,-70.5740737915039
17,1.4256255819990828,-37.070741086392786,0.15908248722553253,0.15795007348060608,-70.00719451904297
18,0.9927172693046363,-40.65797228426547,0.15827319025993347,0.1571245938539505,-69.28656768798828
19,0.3391164267385328,-43.085323230640306,0.15720787644386292,0.15604093670845032,-68.34358215332031
20,-0.007576919890738823,-46.384026914029505,0.15590627491474152,0.15471254289150238,-67.20008087158203
21,0.2911397879188125,-46.06784268972036,0.1545177698135376,0.15329104661941528,-65.9906997680664
22,-0.5203798042761313,-47.28257029765361,0.1529514640569687,0.15168039500713348,-64.63945007324219
23,-0.32449049240834005,-51.4894695797482,0.1511862874031067,0.14985601603984833,-63.13313293457031
24,-0.2766833353686977,-55.941890407252956,0.149236261844635,0.14783307909965515,-61.489402770996094
25,-0.42424063746993607,-59.516353607177734,0.14710257947444916,0.14561320841312408,-59.71531677246094
26,-1.2881299418372076,-62.6586989325446,0.144358828663826,0.14275726675987244,-57.471519470214844
27,-1.4886469164410152,-67.9551085394782,0.14140558242797852,0.1396559774875641,-55.103607177734375
28,-2.0989785774334058,-77.39769373713312,0.13805535435676575,0.13612908124923706,-52.476646423339844
29,-2.754288840938259,-83.97682231181376,0.13422919809818268,0.13209417462348938,-49.553550720214844
30,-3.405491861137184,-90.1368364901156,0.13005928695201874,0.12768828868865967,-46.461387634277344
